text,meta,sentence_id,sentiment
Any comments on sort of the industry forecast today?,"{'company_name': 'Mr Cooper Group Inc', 'economic_sector': 'Financials', 'date': '23-Feb-2021', 'event_name': 'Q4 2020 Mr. Cooper Group Inc Earnings Call', 'tokenized': ['Any', 'comments', 'on', 'sort', 'of', 'the', 'industry', 'forecast', 'today', '?'], 'sentence_id': '7902BA0B-89FF-4B1A-9E80-BC92EBE36E56_001_059_000_006'}",7902BA0B-89FF-4B1A-9E80-BC92EBE36E56_001_059_000_006,0
Okay.,"{'company_name': 'Aecon Group Inc', 'economic_sector': 'Industrials', 'date': '09-Mar-2011', 'event_name': 'Q4 2010 AECON GROUP INC Earnings Conference Call', 'tokenized': ['Okay', '.'], 'sentence_id': '6D6F0BA3-FEF6-4169-B138-3BEC9AE241EA_001_036_000_000'}",6D6F0BA3-FEF6-4169-B138-3BEC9AE241EA_001_036_000_000,0
"As imaging technology continues to proliferate across multiple markets, from consumer to industry and automotive, we believe that the foundation of our success is to provide our customers and partners with system-level solutions based on continuous development of both seamless image processing technology and the complementary imaging solutions.","{'company_name': 'OmniVision Technologies Inc', 'economic_sector': None, 'date': '27-Feb-2014', 'event_name': 'Q3 2014 Omnivision Technologies Earnings Conference Call', 'tokenized': ['As', 'imaging', 'technology', 'continues', 'to', 'proliferate', 'across', 'multiple', 'markets', ',', 'from', 'consumer', 'to', 'industry', 'and', 'automotive', ',', 'we', 'believe', 'that', 'the', 'foundation', 'of', 'our', 'success', 'is', 'to', 'provide', 'our', 'customers', 'and', 'partners', 'with', 'system', '-', 'level', 'solutions', 'based', 'on', 'continuous', 'development', 'of', 'both', 'seamless', 'image', 'processing', 'technology', 'and', 'the', 'complementary', 'imaging', 'solutions', '.'], 'sentence_id': '401559C9-AC38-48DC-94C2-754605769656_000_002_010_001'}",401559C9-AC38-48DC-94C2-754605769656_000_002_010_001,1
"Hi, this Chris Caso for Scott Randall.","{'company_name': 'Advanced Micro Devices Inc', 'economic_sector': 'Technology', 'date': '17-Oct-2001', 'event_name': 'Q3 2001 Advanced Micro Devices Earnings Conference Call', 'tokenized': ['Hi', ',', 'this', 'Chris', 'Caso', 'for', 'Scott', 'Randall', '.'], 'sentence_id': '114FDDD5-E095-4104-AB86-19B2A2E8EDF3_000_005_000_000'}",114FDDD5-E095-4104-AB86-19B2A2E8EDF3_000_005_000_000,0
"In the fourth quarter, 33% of average deposits were noninterest-bearing and the cost of interest-bearing deposits declined to 61 basis points, down from 75 basis points the prior quarter.","{'company_name': 'Eagle Bancorp Inc', 'economic_sector': 'Financials', 'date': '28-Jan-2021', 'event_name': 'Q4 2020 Eagle Bancorp Inc Earnings Call', 'tokenized': ['In', 'the', 'fourth', 'quarter', ',', '33', '%', 'of', 'average', 'deposits', 'were', 'noninterest', '-', 'bearing', 'and', 'the', 'cost', 'of', 'interest', '-', 'bearing', 'deposits', 'declined', 'to', '61', 'basis', 'points', ',', 'down', 'from', '75', 'basis', 'points', 'the', 'prior', 'quarter', '.'], 'sentence_id': 'F9B78917-D2A5-4920-A19C-A14EE3A2CF8B_000_004_010_000'}",F9B78917-D2A5-4920-A19C-A14EE3A2CF8B_000_004_010_000,-1
"Okay, thank you.","{'company_name': 'Illinois Tool Works Inc', 'economic_sector': 'Consumer Non-Cyclicals', 'date': '21-Jul-2005', 'event_name': 'Q2 2005 Illinois Tool Works Inc. Earnings Conference Call', 'tokenized': ['Okay', ',', 'thank', 'you', '.'], 'sentence_id': 'DBB19596-E53C-49D4-8FF2-37CAEB6366D8_001_169_000_000'}",DBB19596-E53C-49D4-8FF2-37CAEB6366D8_001_169_000_000,0
"The piping materials business for plants, which have been underpinning robustness has been slowing down modestly from the second quarter, but we are planning to make up for this by expanding sales of prioritized products.","{'company_name': 'Sekisui Chemical Co Ltd', 'economic_sector': 'Consumer Cyclicals', 'date': '28-Jul-2023', 'event_name': 'Q1 2024 Sekisui Chemical Co Ltd Earnings Presentation', 'tokenized': ['The', 'piping', 'materials', 'business', 'for', 'plants', ',', 'which', 'have', 'been', 'underpinning', 'robustness', 'has', 'been', 'slowing', 'down', 'modestly', 'from', 'the', 'second', 'quarter', ',', 'but', 'we', 'are', 'planning', 'to', 'make', 'up', 'for', 'this', 'by', 'expanding', 'sales', 'of', 'prioritized', 'products', '.'], 'sentence_id': 'D2B93A9E-A11A-4678-896B-839A55AB39EB_000_000_026_007'}",D2B93A9E-A11A-4678-896B-839A55AB39EB_000_000_026_007,-1
"Financial inclusion, the best part is that the number of accounts which are active, it is now almost 85%.","{'company_name': 'State Bank of India', 'economic_sector': 'Financials', 'date': '10-Nov-2017', 'event_name': 'Q2 2018 State Bank of India Analyst Meeting', 'tokenized': ['Financial', 'inclusion', ',', 'the', 'best', 'part', 'is', 'that', 'the', 'number', 'of', 'accounts', 'which', 'are', 'active', ',', 'it', 'is', 'now', 'almost', '85', '%', '.'], 'sentence_id': '34D0F9FD-E46B-4B41-9F02-BC069A102487_000_001_034_005'}",34D0F9FD-E46B-4B41-9F02-BC069A102487_000_001_034_005,1
"I invite you to take a moment to open the file and follow the presentation, starting with slide 2.","{'company_name': 'Nortek Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '05-Aug-2014', 'event_name': 'Q2 2014 Nortek, Inc. Earnings Conference Call', 'tokenized': ['I', 'invite', 'you', 'to', 'take', 'a', 'moment', 'to', 'open', 'the', 'file', 'and', 'follow', 'the', 'presentation', ',', 'starting', 'with', 'slide', '2', '.'], 'sentence_id': '7A8270BD-17BE-4AD4-BC74-DC3C0E8910B4_000_001_002_003'}",7A8270BD-17BE-4AD4-BC74-DC3C0E8910B4_000_001_002_003,0
"As you know, 70% of the sales are more recurring in nature in your consumables or apparatus and then another chunk are the instruments that are not really these high ticket capital instruments.","{'company_name': 'Bio Rad Laboratories Inc', 'economic_sector': 'Healthcare', 'date': '06-May-2008', 'event_name': 'Q1 2008 Bio-Rad Laboratories, Inc. Earnings Conference Call', 'tokenized': ['As', 'you', 'know', ',', '70', '%', 'of', 'the', 'sales', 'are', 'more', 'recurring', 'in', 'nature', 'in', 'your', 'consumables', 'or', 'apparatus', 'and', 'then', 'another', 'chunk', 'are', 'the', 'instruments', 'that', 'are', 'not', 'really', 'these', 'high', 'ticket', 'capital', 'instruments', '.'], 'sentence_id': '7B9D32D3-630F-4303-B304-A4E873C7AA02_001_007_000_002'}",7B9D32D3-630F-4303-B304-A4E873C7AA02_001_007_000_002,-1
"Of note, we exited the quarter at a run rate exceeding $600 million.","{'company_name': 'Biomet Inc', 'economic_sector': None, 'date': '08-Jan-2013', 'event_name': 'Q2 2013 Biomet, Inc. Earnings Conference Call', 'tokenized': ['Of', 'note', ',', 'we', 'exited', 'the', 'quarter', 'at', 'a', 'run', 'rate', 'exceeding', '$', '600', 'million', '.'], 'sentence_id': 'CD662284-C82B-4212-8650-9A207449AF50_000_001_032_005'}",CD662284-C82B-4212-8650-9A207449AF50_000_001_032_005,1
"No, when we look at the, we said at the beginning of the year that our expectation is to come in as close to breakeven on a all in basis as possible.","{'company_name': 'Great Atlantic & Pacific Tea Company Inc', 'economic_sector': 'Consumer Non-Cyclicals', 'date': '17-Jul-2001', 'event_name': 'Q1 2001 Great Atlantic & Pacific Tea Earnings Conference Call', 'tokenized': ['No', ',', 'when', 'we', 'look', 'at', 'the', ',', 'we', 'said', 'at', 'the', 'beginning', 'of', 'the', 'year', 'that', 'our', 'expectation', 'is', 'to', 'come', 'in', 'as', 'close', 'to', 'breakeven', 'on', 'a', 'all', 'in', 'basis', 'as', 'possible', '.'], 'sentence_id': '9C57923A-EEBB-4A4D-B1A2-E4DBA8FBA872_001_118_000_000'}",9C57923A-EEBB-4A4D-B1A2-E4DBA8FBA872_001_118_000_000,-1
"I think we've been happy with pipeline, right?","{'company_name': 'FS KKR Capital Corp', 'economic_sector': 'Financials', 'date': '11-May-2021', 'event_name': 'Q1 2021 FS KKR Capital Corp Earnings Call', 'tokenized': ['I', 'think', 'we', ""'ve"", 'been', 'happy', 'with', 'pipeline', ',', 'right', '?'], 'sentence_id': '2BC0A77D-62AD-433A-BE65-E0711DA4C50E_001_002_000_002'}",2BC0A77D-62AD-433A-BE65-E0711DA4C50E_001_002_000_002,1
"Please go ahead, sir.","{'company_name': 'Torm PLC', 'economic_sector': 'Energy', 'date': '16-Mar-2023', 'event_name': 'Q4 2022 Torm PLC Earnings Call', 'tokenized': ['Please', 'go', 'ahead', ',', 'sir', '.'], 'sentence_id': '12FF6E3E-1E3C-42B0-ADF8-5C0DC0C3D2D5_000_000_000_005'}",12FF6E3E-1E3C-42B0-ADF8-5C0DC0C3D2D5_000_000_000_005,0
"A selling responsibility, there are two things that I should point out to you, things that we had, but I want to make sure you understand them.","{'company_name': 'General Mills Inc', 'economic_sector': 'Consumer Non-Cyclicals', 'date': '19-Dec-2001', 'event_name': 'Q2 2002 General Mills Earnings Conference Call', 'tokenized': ['A', 'selling', 'responsibility', ',', 'there', 'are', 'two', 'things', 'that', 'I', 'should', 'point', 'out', 'to', 'you', ',', 'things', 'that', 'we', 'had', ',', 'but', 'I', 'want', 'to', 'make', 'sure', 'you', 'understand', 'them', '.'], 'sentence_id': '286D4287-F3E1-44C3-A4F5-EDBB7FBD713E_000_002_000_125'}",286D4287-F3E1-44C3-A4F5-EDBB7FBD713E_000_002_000_125,0
"You're saying more infrastructure, this means also probably more CapEx, can you elaborate a little bit on this?","{'company_name': 'Tiscali SPA', 'economic_sector': 'Technology', 'date': '14-Sep-2006', 'event_name': 'Half Year 2006 Tiscali SPA Earnings Conference Call', 'tokenized': ['You', ""'re"", 'saying', 'more', 'infrastructure', ',', 'this', 'means', 'also', 'probably', 'more', 'CapEx', ',', 'can', 'you', 'elaborate', 'a', 'little', 'bit', 'on', 'this', '?'], 'sentence_id': '5016BDAC-51F0-43E0-9620-858D9DC34BC3_001_010_000_002'}",5016BDAC-51F0-43E0-9620-858D9DC34BC3_001_010_000_002,1
Thank you.,"{'company_name': 'SK Telecom Co Ltd', 'economic_sector': 'Technology', 'date': '28-Jan-2014', 'event_name': 'Q4 2013 SK Telecom Earnings Conference Call', 'tokenized': ['Thank', 'you', '.'], 'sentence_id': '4D05E4B6-20A4-498B-8E6E-F1E2802D3983_001_014_000_002'}",4D05E4B6-20A4-498B-8E6E-F1E2802D3983_001_014_000_002,0
That's a big challenge for them.,"{'company_name': 'T-Mobile US Inc', 'economic_sector': 'Technology', 'date': '27-Jul-2016', 'event_name': 'Q2 2016 T-Mobile US Inc Earnings Call', 'tokenized': ['That', ""'s"", 'a', 'big', 'challenge', 'for', 'them', '.'], 'sentence_id': '13186BA7-3429-47A9-BD6F-C86263DCC958_001_058_000_005'}",13186BA7-3429-47A9-BD6F-C86263DCC958_001_058_000_005,-1
"Thank you for making the time to be with us today, and before we proceed, I'd like to take your attention for a few minutes to the disclaimer that we have.","{'company_name': 'PETRONAS Chemicals Group Bhd', 'economic_sector': 'Basic Materials', 'date': '15-May-2017', 'event_name': 'Q1 2017 Petronas Chemicals Group Bhd Earnings Call', 'tokenized': ['Thank', 'you', 'for', 'making', 'the', 'time', 'to', 'be', 'with', 'us', 'today', ',', 'and', 'before', 'we', 'proceed', ',', 'I', ""'d"", 'like', 'to', 'take', 'your', 'attention', 'for', 'a', 'few', 'minutes', 'to', 'the', 'disclaimer', 'that', 'we', 'have', '.'], 'sentence_id': '4466512B-B62A-4E7A-A13F-DE2C3734E662_000_001_000_002'}",4466512B-B62A-4E7A-A13F-DE2C3734E662_000_001_000_002,0
Good question.,"{'company_name': 'Reece Ltd', 'economic_sector': 'Consumer Cyclicals', 'date': '26-Feb-2024', 'event_name': 'Half Year 2024 Reece Ltd Earnings Call', 'tokenized': ['Good', 'question', '.'], 'sentence_id': 'A9332149-1320-466B-AF74-87303DE71B09_001_014_000_000'}",A9332149-1320-466B-AF74-87303DE71B09_001_014_000_000,1
it's pretty hard to complain about that kind of organic growth.,"{'company_name': 'Korn Ferry', 'economic_sector': 'Industrials', 'date': '08-Jun-2005', 'event_name': 'Q4 2005 Korn Ferry International Earnings Conference Call', 'tokenized': ['it', ""'s"", 'pretty', 'hard', 'to', 'complain', 'about', 'that', 'kind', 'of', 'organic', 'growth', '.'], 'sentence_id': '9B7118D3-81A3-4732-8B69-E7C69E982685_001_035_000_006'}",9B7118D3-81A3-4732-8B69-E7C69E982685_001_035_000_006,-1
So have the LTVs somehow fallen and you have asked for additional shares in this period of time?,"{'company_name': 'Edelweiss Financial Services Ltd', 'economic_sector': 'Financials', 'date': '29-Oct-2018', 'event_name': 'Half Year 2019 Edelweiss Financial Services Ltd Earnings Call', 'tokenized': ['So', 'have', 'the', 'LTVs', 'somehow', 'fallen', 'and', 'you', 'have', 'asked', 'for', 'additional', 'shares', 'in', 'this', 'period', 'of', 'time', '?'], 'sentence_id': 'F7993595-F6C6-440A-9B44-FA5BEAD7B29D_001_019_000_000'}",F7993595-F6C6-440A-9B44-FA5BEAD7B29D_001_019_000_000,-1
And that got translated into some firm targets through our normalization et cetera.,"{'company_name': 'Shell PLC', 'economic_sector': 'Energy', 'date': '06-Feb-2004', 'event_name': 'Q4 2003 Shell Transport and Trading Company PLC Earnings Conference Call and Presentation - New York', 'tokenized': ['And', 'that', 'got', 'translated', 'into', 'some', 'firm', 'targets', 'through', 'our', 'normalization', 'et', 'cetera', '.'], 'sentence_id': '64A67B2C-3F34-4D76-8B90-ECE1DD73F340_001_059_002_001'}",64A67B2C-3F34-4D76-8B90-ECE1DD73F340_001_059_002_001,1
"Our Q4 GAAP operating loss was $4.1 million, or 3% of revenue.","{'company_name': 'Intersil Corp', 'economic_sector': 'Technology', 'date': '30-Jan-2013', 'event_name': 'Q4 2012 Intersil Corporation Earnings Conference Call', 'tokenized': ['Our', 'Q4', 'GAAP', 'operating', 'loss', 'was', '$', '4.1', 'million', ',', 'or', '3', '%', 'of', 'revenue', '.'], 'sentence_id': 'B7CE806C-A8BE-4226-B533-D62F3BDEFEE8_000_003_010_000'}",B7CE806C-A8BE-4226-B533-D62F3BDEFEE8_000_003_010_000,-1
"Thank you, Bo.","{'company_name': 'Sixth Street Specialty Lending Inc', 'economic_sector': 'Financials', 'date': '21-Feb-2019', 'event_name': 'Q4 2018 TPG Specialty Lending Inc Earnings Call', 'tokenized': ['Thank', 'you', ',', 'Bo', '.'], 'sentence_id': 'AB3A6BD6-F7E4-4710-ABDB-120CDC81FD74_000_003_000_000'}",AB3A6BD6-F7E4-4710-ABDB-120CDC81FD74_000_003_000_000,0
There is a little bit of discussion taking place with that area.,"{'company_name': 'Blue Coat Systems Inc', 'economic_sector': None, 'date': '08-Mar-2007', 'event_name': 'Q3 2007 Blue Coat Systems Earnings Conference Call', 'tokenized': ['There', 'is', 'a', 'little', 'bit', 'of', 'discussion', 'taking', 'place', 'with', 'that', 'area', '.'], 'sentence_id': '703E998E-1370-4F21-8EE8-506F4CB33C16_001_098_000_000'}",703E998E-1370-4F21-8EE8-506F4CB33C16_001_098_000_000,0
"However, part of what we did in this quarter was to revisit those assumptions and make adjustments to those assumptions and that reflected part of the restructuring charge this quarter.","{'company_name': 'Oracle OTC Subsidiary LLC', 'economic_sector': None, 'date': '23-Jan-2003', 'event_name': 'Q4 2002 Art Technology Group Earnings Conference Call', 'tokenized': ['However', ',', 'part', 'of', 'what', 'we', 'did', 'in', 'this', 'quarter', 'was', 'to', 'revisit', 'those', 'assumptions', 'and', 'make', 'adjustments', 'to', 'those', 'assumptions', 'and', 'that', 'reflected', 'part', 'of', 'the', 'restructuring', 'charge', 'this', 'quarter', '.'], 'sentence_id': '4A79FEA7-14BF-4B8B-BF6F-863B44435A8A_001_033_000_002'}",4A79FEA7-14BF-4B8B-BF6F-863B44435A8A_001_033_000_002,-1
"As already mentioned by Jochen, our strong profitability has enabled us to offset the significant charges that arose in the second quarter.","{'company_name': 'Aareal Bank AG', 'economic_sector': 'Financials', 'date': '10-Aug-2023', 'event_name': 'Q2 2023 Aareal Bank AG Earnings Call', 'tokenized': ['As', 'already', 'mentioned', 'by', 'Jochen', ',', 'our', 'strong', 'profitability', 'has', 'enabled', 'us', 'to', 'offset', 'the', 'significant', 'charges', 'that', 'arose', 'in', 'the', 'second', 'quarter', '.'], 'sentence_id': 'C486195E-E2D7-4B55-A7A2-4C27970DC263_000_006_018_001'}",C486195E-E2D7-4B55-A7A2-4C27970DC263_000_006_018_001,1
We will conduct a question-and-answer session towards the end of this conference.,"{'company_name': 'Zumiez Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '10-Mar-2011', 'event_name': 'Q4 2010 Zumiez Inc. Earnings Conference Call', 'tokenized': ['We', 'will', 'conduct', 'a', 'question', '-', 'and', '-', 'answer', 'session', 'towards', 'the', 'end', 'of', 'this', 'conference', '.'], 'sentence_id': '74F9CAD6-37C4-4FB4-BDBF-E0FE23C4A491_000_000_000_002'}",74F9CAD6-37C4-4FB4-BDBF-E0FE23C4A491_000_000_000_002,0
"We have two projects in Mexico; L-60, L-67.","{'company_name': 'Subsea 7 SA', 'economic_sector': 'Energy', 'date': '31-Jul-2014', 'event_name': 'Q2 2014 Subsea 7 SA Earnings Call', 'tokenized': ['We', 'have', 'two', 'projects', 'in', 'Mexico', ';', 'L-60', ',', 'L-67', '.'], 'sentence_id': 'D52DFA33-674C-420A-8B05-5852274D58AE_001_037_000_001'}",D52DFA33-674C-420A-8B05-5852274D58AE_001_037_000_001,0
Okay.,"{'company_name': 'Macerich Co', 'economic_sector': 'Real Estate', 'date': '04-Aug-2005', 'event_name': 'Q2 2005 Macerich Co Earnings Conference Call', 'tokenized': ['Okay', '.'], 'sentence_id': '821C9753-5D52-48B3-ACB4-2AC085C7DC90_001_111_000_000'}",821C9753-5D52-48B3-ACB4-2AC085C7DC90_001_111_000_000,0
I don't think it's prudent for us to get into hypotheticals about not maintaining it.,"{'company_name': 'iHeartCommunications Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '24-Jul-2002', 'event_name': 'Q2 2002 Clear Channel Communications Earnings Conference Call', 'tokenized': ['I', 'do', ""n't"", 'think', 'it', ""'s"", 'prudent', 'for', 'us', 'to', 'get', 'into', 'hypotheticals', 'about', 'not', 'maintaining', 'it', '.'], 'sentence_id': '6A29C94B-E711-4B82-9F4E-19ACC86225DC_001_136_000_003'}",6A29C94B-E711-4B82-9F4E-19ACC86225DC_001_136_000_003,-1
Cash flow from investing activities stood at EUR7.8 billion.,"{'company_name': 'Volkswagen AG', 'economic_sector': 'Consumer Cyclicals', 'date': '30-Oct-2008', 'event_name': 'Q3 2008 Volkswagen AG Earnings Presentation', 'tokenized': ['Cash', 'flow', 'from', 'investing', 'activities', 'stood', 'at', 'EUR7.8', 'billion', '.'], 'sentence_id': '0141ABC9-FE40-43BB-B95D-D25A89C9D06F_000_004_022_000'}",0141ABC9-FE40-43BB-B95D-D25A89C9D06F_000_004_022_000,0
"Yeah, I'm sorry.","{'company_name': 'Rare Hospitality International Inc', 'economic_sector': None, 'date': '25-Apr-2002', 'event_name': 'Q1 2002 Rare Hospitality Earnings Conference Call', 'tokenized': ['Yeah', ',', 'I', ""'m"", 'sorry', '.'], 'sentence_id': '5E2C8300-65DF-4860-ABFD-BA89CC03A400_000_069_000_001'}",5E2C8300-65DF-4860-ABFD-BA89CC03A400_000_069_000_001,-1
We have not quantified what that percentage will be.,"{'company_name': 'Sonic LLC', 'economic_sector': None, 'date': '21-Jun-2007', 'event_name': 'Q3 2007 Sonic Corp. Earnings Conference Call', 'tokenized': ['We', 'have', 'not', 'quantified', 'what', 'that', 'percentage', 'will', 'be', '.'], 'sentence_id': '13D05487-32F4-49D7-8912-DA833CD5354F_001_078_000_003'}",13D05487-32F4-49D7-8912-DA833CD5354F_001_078_000_003,-1
Got it.,"{'company_name': 'Matrix Service Co', 'economic_sector': 'Industrials', 'date': '02-Oct-2008', 'event_name': 'Q1 2009 Matrix Service Earnings Conference Call', 'tokenized': ['Got', 'it', '.'], 'sentence_id': '4C0EFF72-88E1-43C6-B956-7D5040EF8663_001_101_000_000'}",4C0EFF72-88E1-43C6-B956-7D5040EF8663_001_101_000_000,0
"That closed on October 19, $200 million, 3.9% fixed for 12 years.","{'company_name': 'Macerich Co', 'economic_sector': 'Real Estate', 'date': '31-Oct-2017', 'event_name': 'Q3 2017 Macerich Co Earnings Call', 'tokenized': ['That', 'closed', 'on', 'October', '19', ',', '$', '200', 'million', ',', '3.9', '%', 'fixed', 'for', '12', 'years', '.'], 'sentence_id': '50504127-A5ED-4A50-9219-3360A490C749_000_002_012_005'}",50504127-A5ED-4A50-9219-3360A490C749_000_002_012_005,0
"Thank you, Liz.","{'company_name': 'Johnson & Johnson Surgical Vision Inc', 'economic_sector': 'Healthcare', 'date': '21-Apr-2004', 'event_name': 'Q1 2004 VISX Inc. Earnings Conference Call', 'tokenized': ['Thank', 'you', ',', 'Liz', '.'], 'sentence_id': '364E3FF9-6CB8-47F7-BCA1-9D7D788C6F83_000_003_000_000'}",364E3FF9-6CB8-47F7-BCA1-9D7D788C6F83_000_003_000_000,0
"As you compare your outlook today for 2013, compared to where it was three months ago, and you factor in, basically, taking out losses from Germany and some other regions.","{'company_name': 'Brinks Co', 'economic_sector': 'Industrials', 'date': '01-Feb-2013', 'event_name': ""Q4 2012 The Brink's Company Earnings Conference Call"", 'tokenized': ['As', 'you', 'compare', 'your', 'outlook', 'today', 'for', '2013', ',', 'compared', 'to', 'where', 'it', 'was', 'three', 'months', 'ago', ',', 'and', 'you', 'factor', 'in', ',', 'basically', ',', 'taking', 'out', 'losses', 'from', 'Germany', 'and', 'some', 'other', 'regions', '.'], 'sentence_id': '590F7DAF-EDD7-4398-8880-67399F73930E_001_003_000_000'}",590F7DAF-EDD7-4398-8880-67399F73930E_001_003_000_000,1
"We took some revenue late in the calendar year of last year, with some systems were first delivered.","{'company_name': 'Network Equipment Technologies Inc', 'economic_sector': None, 'date': '13-Oct-2004', 'event_name': 'Q2 2005 Network Equipment Technologies Earnings Conference Call', 'tokenized': ['We', 'took', 'some', 'revenue', 'late', 'in', 'the', 'calendar', 'year', 'of', 'last', 'year', ',', 'with', 'some', 'systems', 'were', 'first', 'delivered', '.'], 'sentence_id': '238BD5E4-CE3B-42A1-99C4-D55A6A348D32_001_020_000_003'}",238BD5E4-CE3B-42A1-99C4-D55A6A348D32_001_020_000_003,1
"During our last earnings call in February, we described positive top-line results from a Phase I clinical trial designed to evaluate the pharmacokinetic, or PK, and injection site toleration profiles of BIOD-238 and BIOD-250 relative to the rapid-acting insulin analog sold as Humalog.","{'company_name': 'Albireo Pharma Inc', 'economic_sector': 'Healthcare', 'date': '08-May-2013', 'event_name': 'Q2 2013 BIODEL INC Earnings Conference Call', 'tokenized': ['During', 'our', 'last', 'earnings', 'call', 'in', 'February', ',', 'we', 'described', 'positive', 'top', '-', 'line', 'results', 'from', 'a', 'Phase', 'I', 'clinical', 'trial', 'designed', 'to', 'evaluate', 'the', 'pharmacokinetic', ',', 'or', 'PK', ',', 'and', 'injection', 'site', 'toleration', 'profiles', 'of', 'BIOD-238', 'and', 'BIOD-250', 'relative', 'to', 'the', 'rapid', '-', 'acting', 'insulin', 'analog', 'sold', 'as', 'Humalog', '.'], 'sentence_id': '249EAC38-30BE-4BFE-A2BC-9BE68B3D8236_000_002_008_001'}",249EAC38-30BE-4BFE-A2BC-9BE68B3D8236_000_002_008_001,1
"On the call today, we have Andrew Spodek, Chief Executive Officer; Jeremy Garber, President; and Matt Brandwein, Chief Accounting Officer.","{'company_name': 'Postal Realty Trust Inc', 'economic_sector': 'Real Estate', 'date': '14-May-2020', 'event_name': 'Q1 2020 Postal Realty Trust Inc Earnings Call', 'tokenized': ['On', 'the', 'call', 'today', ',', 'we', 'have', 'Andrew', 'Spodek', ',', 'Chief', 'Executive', 'Officer', ';', 'Jeremy', 'Garber', ',', 'President', ';', 'and', 'Matt', 'Brandwein', ',', 'Chief', 'Accounting', 'Officer', '.'], 'sentence_id': '26955A7F-470B-4695-BC97-654698C4470A_000_001_000_002'}",26955A7F-470B-4695-BC97-654698C4470A_000_001_000_002,0
Okay.,"{'company_name': 'Schlumberger NV', 'economic_sector': 'Energy', 'date': '23-Jul-2003', 'event_name': 'Q2 2003 Schlumberger Earnings Conference Call', 'tokenized': ['Okay', '.'], 'sentence_id': '159E2341-1205-49F0-A7D2-5AC6EAD7D706_001_027_000_000'}",159E2341-1205-49F0-A7D2-5AC6EAD7D706_001_027_000_000,0
So do you expect to see similar type of increase?,"{'company_name': 'Shanda Interactive Entertainment Ltd', 'economic_sector': None, 'date': '03-Sep-2008', 'event_name': 'Q2 2008 Shanda Interactive Entertainment Ltd. Earnings Conference Call', 'tokenized': ['So', 'do', 'you', 'expect', 'to', 'see', 'similar', 'type', 'of', 'increase', '?'], 'sentence_id': 'E0B5A8C2-A084-433A-91FF-13983CF741FF_001_028_000_004'}",E0B5A8C2-A084-433A-91FF-13983CF741FF_001_028_000_004,1
And then I've got two follow ups.,"{'company_name': 'Airnet Technology Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '26-Feb-2008', 'event_name': 'AirMedia Group Inc. Fourth Quarter and Fiscal Year 2007 Earnings Conference Call', 'tokenized': ['And', 'then', 'I', ""'ve"", 'got', 'two', 'follow', 'ups', '.'], 'sentence_id': '5828D388-7D71-4606-BCED-EB662E1ED44C_001_038_004_000'}",5828D388-7D71-4606-BCED-EB662E1ED44C_001_038_004_000,0
But we don't.,"{'company_name': 'Norfolk Southern Corp', 'economic_sector': 'Industrials', 'date': '24-Jan-2007', 'event_name': 'Q4 2006 Norfolk Southern Corp Earnings Conference Call', 'tokenized': ['But', 'we', 'do', ""n't"", '.'], 'sentence_id': 'E9A43986-E4F2-45CC-8567-F75D7465528B_000_003_020_004'}",E9A43986-E4F2-45CC-8567-F75D7465528B_000_003_020_004,-1
"In 2015, we plan to continue to grow our headcount at a similar pace as in 2014.","{'company_name': 'Criteo SA', 'economic_sector': 'Consumer Cyclicals', 'date': '18-Feb-2015', 'event_name': 'Q4 2014 Criteo SA Earnings Call', 'tokenized': ['In', '2015', ',', 'we', 'plan', 'to', 'continue', 'to', 'grow', 'our', 'headcount', 'at', 'a', 'similar', 'pace', 'as', 'in', '2014', '.'], 'sentence_id': '01E9A079-5DAC-4C39-9708-E9B944BD4946_000_003_020_008'}",01E9A079-5DAC-4C39-9708-E9B944BD4946_000_003_020_008,1
And we thought that today's earnings announcement with the first-quarter consolidated results from the StellarOne acquisition would be a good place for us to start.,"{'company_name': 'Atlantic Union Bankshares Corp', 'economic_sector': 'Financials', 'date': '22-Apr-2014', 'event_name': 'Q1 2014 Union First Market Bankshares Corp Earnings Conference Call', 'tokenized': ['And', 'we', 'thought', 'that', 'today', ""'s"", 'earnings', 'announcement', 'with', 'the', 'first', '-', 'quarter', 'consolidated', 'results', 'from', 'the', 'StellarOne', 'acquisition', 'would', 'be', 'a', 'good', 'place', 'for', 'us', 'to', 'start', '.'], 'sentence_id': '09C2F155-A50E-4D43-915E-2564BA60F759_000_002_000_003'}",09C2F155-A50E-4D43-915E-2564BA60F759_000_002_000_003,1
So that's surely going to be a major obstacle to overcome next year.,"{'company_name': 'Mercedes Benz Group AG', 'economic_sector': 'Consumer Cyclicals', 'date': '28-Oct-2004', 'event_name': 'Q3 2004 DaimlerChrysler Earnings Conference Call', 'tokenized': ['So', 'that', ""'s"", 'surely', 'going', 'to', 'be', 'a', 'major', 'obstacle', 'to', 'overcome', 'next', 'year', '.'], 'sentence_id': 'BF762A1B-7636-4395-8DDD-7F9C818F78C1_001_048_000_009'}",BF762A1B-7636-4395-8DDD-7F9C818F78C1_001_048_000_009,-1
